one_hot__agent_tone_angry,one_hot__agent_tone_calm,one_hot__agent_tone_frustrated,one_hot__agent_tone_neutral,one_hot__agent_tone_polite,one_hot__customer_tone_angry,one_hot__customer_tone_calm,one_hot__customer_tone_frustrated,one_hot__customer_tone_neutral,one_hot__customer_tone_polite,remainder__call_duration,remainder__average_sentiment,remainder__elite_level_code,predicted_primary_call_reason
0,0,0,1,0,1,0,0,0,0,960,-0.09,2,Irrops
0,1,0,0,0,1,0,0,0,0,840,0.09,1,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,660,0.04,5,Mileage_Plus
0,1,0,0,0,0,0,0,0,1,600,0.36,0,Seating
0,0,0,1,0,1,0,0,0,0,960,-0.04,1,Baggage
0,1,0,0,0,0,0,0,0,1,1500,0.07,1,Mileage_Plus
0,1,0,0,0,0,0,0,1,0,780,0.04,0,Seating
0,0,0,1,0,0,0,1,0,0,840,-0.18,0,Baggage
0,1,0,0,0,0,0,0,1,0,1320,0.05,0,Traveler_Updates
0,1,0,0,0,0,0,0,1,0,1080,0.02,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,540,0.14,0,Irrops
0,0,0,1,0,0,1,0,0,0,1440,-0.18,0,Post_Flight
0,0,0,1,0,0,0,1,0,0,2040,-0.08,0,Products_And_Services
0,0,0,1,0,0,1,0,0,0,600,0,0,Irrops
0,1,0,0,0,0,0,0,0,1,1020,0.05,0,Seating
0,0,0,1,0,0,0,1,0,0,660,0,0,Seating
0,0,0,1,0,0,0,1,0,0,1260,-0.15,0,Irrops
0,0,0,1,0,1,0,0,0,0,2040,-0.05,2,Irrops
0,0,0,1,0,0,1,0,0,0,900,-0.17,0,Voluntary_Change
0,1,0,0,0,0,0,0,1,0,1560,0.06,1,Voluntary_Change
0,0,1,0,0,0,0,0,0,1,780,0.28,1,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,1980,0.04,2,Irrops
0,0,0,1,0,0,0,0,1,0,720,0,0,Seating
0,0,0,1,0,1,0,0,0,0,1620,-0.09,0,Irrops
0,0,0,1,0,0,0,1,0,0,420,0,2,Baggage
0,0,0,1,0,0,0,0,0,1,960,0.12,0,Seating
0,1,0,0,0,0,0,1,0,0,840,0.02,0,Booking
0,0,1,0,0,0,0,0,0,1,480,0.32,0,Digital_Support
0,0,0,1,0,1,0,0,0,0,780,0,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,3780,-0.13,0,Communications
0,0,0,1,0,0,0,0,1,0,300,0,1,Booking
0,1,0,0,0,0,0,1,0,0,1500,0.11,0,Seating
0,0,0,1,0,1,0,0,0,0,900,-0.09,0,Booking
0,0,0,1,0,1,0,0,0,0,660,-0.03,0,Baggage
0,0,0,1,0,1,0,0,0,0,1440,-0.11,0,Mileage_Plus
0,0,0,1,0,0,0,1,0,0,1560,-0.01,0,Checkout
0,1,0,0,0,0,0,1,0,0,720,0.09,0,Seating
0,0,0,1,0,0,0,0,1,0,1740,-0.22,2,Irrops
0,0,0,1,0,0,0,0,0,1,1080,0.01,0,Irrops
0,0,0,1,0,0,1,0,0,0,660,-0.15,0,Irrops
0,0,0,1,0,0,0,0,0,1,600,0.05,0,Irrops
0,1,0,0,0,0,1,0,0,0,480,0.03,1,Upgrade
0,0,0,1,0,0,0,0,1,0,960,-0.1,0,Post_Flight
0,0,0,1,0,0,0,1,0,0,540,0,0,Baggage
0,0,0,1,0,0,0,0,1,0,960,-0.14,0,Seating
0,1,0,0,0,1,0,0,0,0,720,0.14,1,Baggage
0,0,0,1,0,0,0,0,1,0,840,-0.06,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,1140,-0.11,0,Checkout
0,0,0,1,0,0,1,0,0,0,840,0,0,Voluntary_Change
0,1,0,0,0,0,0,0,0,1,900,0.11,2,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,660,-0.21,0,Irrops
0,1,0,0,0,1,0,0,0,0,780,0.06,0,Irrops
0,1,0,0,0,1,0,0,0,0,1140,0.02,0,Irrops
0,0,0,1,0,0,1,0,0,0,360,-0.11,0,Upgrade
0,0,0,1,0,0,0,0,0,1,660,0,0,Seating
0,0,1,0,0,0,0,0,0,1,1440,0.4,0,Irrops
0,1,0,0,0,0,0,0,1,0,780,0.12,0,Seating
0,0,0,1,0,0,0,0,0,1,1920,0.17,0,Voluntary_Cancel
0,0,0,1,0,1,0,0,0,0,1500,-0.03,0,Irrops
0,1,0,0,0,0,0,1,0,0,1620,0.02,1,Voluntary_Change
0,1,0,0,0,1,0,0,0,0,3300,0.07,0,Voluntary_Cancel
0,1,0,0,0,0,0,0,1,0,720,0.09,4,Seating
0,0,0,1,0,0,1,0,0,0,600,0,0,Irrops
0,0,0,1,0,0,1,0,0,0,2760,-0.22,0,Seating
0,0,0,1,0,0,0,0,0,1,360,0.17,3,Schedule_Change
0,1,0,0,0,0,0,1,0,0,660,0.08,2,Mileage_Plus
0,1,0,0,0,1,0,0,0,0,720,0.17,3,Mileage_Plus
0,1,0,0,0,0,0,0,0,1,900,0.03,0,Baggage
0,0,0,1,0,1,0,0,0,0,1860,-0.04,1,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,960,0.02,3,Mileage_Plus
0,0,0,1,0,0,0,1,0,0,840,-0.02,0,Seating
0,0,0,1,0,0,1,0,0,0,480,-0.23,0,Products_And_Services
0,0,0,1,0,0,0,0,1,0,1440,-0.08,0,Seating
0,0,0,1,0,0,1,0,0,0,300,0,4,Schedule_Change
0,0,0,1,0,0,0,0,1,0,780,-0.15,0,Products_And_Services
0,1,0,0,0,0,0,0,0,1,840,0.01,0,Irrops
0,0,0,1,0,0,0,1,0,0,840,-0.06,0,Baggage
0,0,0,1,0,1,0,0,0,0,960,-0.21,0,Irrops
0,1,0,0,0,0,1,0,0,0,1200,0.08,0,Post_Flight
0,1,0,0,0,0,0,0,0,1,660,0.04,1,Seating
0,0,0,1,0,0,1,0,0,0,360,0,3,Irrops
0,1,0,0,0,0,0,1,0,0,600,0.23,0,Irrops
0,1,0,0,0,0,1,0,0,0,720,0.14,1,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,720,0,1,Seating
0,0,0,1,0,0,1,0,0,0,660,0,1,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,660,-0.12,0,Voluntary_Change
0,1,0,0,0,1,0,0,0,0,720,0.29,1,Seating
0,0,0,1,0,0,0,0,1,0,720,-0.05,1,Seating
0,0,0,1,0,0,0,1,0,0,1140,-0.02,1,Post_Flight
0,1,0,0,0,0,0,0,0,1,840,0.14,0,Baggage
0,0,1,0,0,0,1,0,0,0,600,-0.33,1,Check_In
0,1,0,0,0,0,0,0,1,0,1920,0.13,1,Irrops
0,1,0,0,0,0,0,0,0,1,1380,0.14,1,Upgrade
0,1,0,0,0,0,1,0,0,0,1620,0.04,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,480,-0.22,3,Mileage_Plus
0,0,0,1,0,1,0,0,0,0,960,-0.22,1,Irrops
0,0,0,1,0,0,1,0,0,0,1260,-0.11,2,Irrops
0,0,0,1,0,0,0,1,0,0,1740,-0.22,0,Irrops
0,0,0,1,0,0,0,0,1,0,900,-0.05,0,Irrops
0,0,0,1,0,1,0,0,0,0,1020,-0.04,0,Baggage
0,0,0,1,0,0,0,0,0,1,900,0.1,0,Seating
0,0,0,1,0,0,1,0,0,0,1020,-0.05,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,1020,0,1,Seating
0,1,0,0,0,0,0,0,0,1,780,0.07,1,Seating
0,1,0,0,0,0,0,1,0,0,1020,0.23,0,Irrops
0,0,0,1,0,0,0,0,1,0,1860,-0.06,0,Checkout
0,0,0,1,0,0,0,0,0,1,2340,0.07,2,Mileage_Plus
0,0,0,1,0,1,0,0,0,0,3540,-0.2,0,Checkout
0,0,0,1,0,0,0,0,1,0,900,-0.11,0,Traveler_Updates
0,0,0,1,0,0,0,0,1,0,600,-0.25,2,Upgrade
0,0,0,1,0,0,0,1,0,0,1140,-0.01,3,Mileage_Plus
0,0,0,1,0,0,1,0,0,0,4980,-0.1,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,480,-0.11,0,Irrops
0,1,0,0,0,0,1,0,0,0,660,0.16,1,Irrops
0,0,0,1,0,1,0,0,0,0,480,0,0,Irrops
0,0,0,1,0,1,0,0,0,0,2220,-0.24,2,Post_Flight
0,0,0,1,0,0,1,0,0,0,2040,-0.23,1,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,480,-0.08,0,Communications
0,0,0,1,0,0,0,0,1,0,3240,-0.06,1,Mileage_Plus
0,1,0,0,0,0,0,1,0,0,300,0.18,0,Booking
0,0,0,1,0,0,0,1,0,0,2400,-0.01,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,1200,-0.02,0,Products_And_Services
0,0,1,0,0,0,0,1,0,0,960,-0.31,0,Upgrade
0,0,0,1,0,0,0,0,0,1,600,0.03,0,Irrops
0,0,0,1,0,0,1,0,0,0,720,-0.04,2,Irrops
0,0,0,1,0,0,0,0,1,0,1200,-0.2,1,Booking
0,0,0,1,0,0,0,0,1,0,300,-0.2,0,Schedule_Change
0,1,0,0,0,0,0,0,1,0,1020,0.05,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,2760,-0.01,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,540,0,2,Irrops
0,0,0,1,0,0,0,0,0,1,1320,0.17,0,Seating
0,1,0,0,0,0,1,0,0,0,720,0.13,0,Seating
0,0,0,1,0,1,0,0,0,0,1020,-0.06,4,Products_And_Services
0,1,0,0,0,0,0,0,0,1,720,0.12,0,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,480,0,1,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,840,0.08,0,Baggage
0,0,0,1,0,0,0,0,0,1,420,0.11,4,Mileage_Plus
0,0,0,1,0,0,0,1,0,0,960,-0.08,0,Seating
0,0,0,1,0,1,0,0,0,0,540,-0.17,0,Digital_Support
0,0,0,1,0,0,0,1,0,0,840,-0.07,0,Voluntary_Change
0,0,1,0,0,1,0,0,0,0,540,-0.31,0,Irrops
0,0,0,1,0,0,1,0,0,0,1680,-0.09,0,Irrops
0,1,0,0,0,0,0,0,0,1,1080,0.03,1,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,1020,-0.16,0,Irrops
0,0,0,1,0,0,0,1,0,0,1560,-0.05,0,Communications
0,0,0,1,0,0,0,1,0,0,1440,-0.14,1,Irrops
0,1,0,0,0,0,0,0,0,1,660,0.41,0,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,420,-0.07,0,Irrops
0,0,0,1,0,0,1,0,0,0,540,-0.12,0,Products_And_Services
0,0,0,1,0,1,0,0,0,0,1200,-0.07,3,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,1200,0.07,0,Irrops
0,0,0,1,0,0,0,1,0,0,1740,-0.1,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,1140,-0.13,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,540,0,0,Irrops
0,0,0,1,0,0,1,0,0,0,720,0,0,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,2460,-0.06,0,Voluntary_Change
0,1,0,0,0,1,0,0,0,0,780,0.18,0,Voluntary_Change
0,1,0,0,0,0,0,0,0,1,600,0.04,0,Irrops
0,0,0,1,0,0,0,1,0,0,1620,-0.19,0,Voluntary_Change
0,1,0,0,0,0,0,0,0,1,240,0.08,2,Other_Topics
0,1,0,0,0,0,0,1,0,0,1620,0.04,4,Mileage_Plus
0,0,0,1,0,0,0,0,1,0,780,-0.03,1,Irrops
0,0,0,1,0,0,1,0,0,0,1680,0,0,Post_Flight
0,1,0,0,0,0,1,0,0,0,1260,0.06,2,Communications
0,1,0,0,0,0,0,0,1,0,1980,0.03,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,600,-0.02,2,Digital_Support
0,0,1,0,0,0,0,1,0,0,4920,-0.34,0,Checkout
0,1,0,0,0,0,1,0,0,0,1140,0.23,0,Voluntary_Change
0,1,0,0,0,0,0,0,1,0,840,0.07,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,1260,-0.14,1,Communications
0,0,0,1,0,0,0,0,0,1,600,0.03,0,Irrops
0,1,0,0,0,0,1,0,0,0,300,0.15,0,Booking
0,0,0,1,0,1,0,0,0,0,3660,-0.03,0,Mileage_Plus
0,1,0,0,0,0,0,1,0,0,1380,0.01,1,Voluntary_Cancel
0,1,0,0,0,0,0,1,0,0,660,0.13,0,Voluntary_Change
0,1,0,0,0,0,0,0,1,0,540,0.06,0,Products_And_Services
0,0,0,1,0,1,0,0,0,0,480,0,0,Irrops
0,0,0,1,0,0,1,0,0,0,780,-0.24,0,Irrops
0,0,0,1,0,0,1,0,0,0,420,-0.1,4,Booking
0,1,0,0,0,1,0,0,0,0,480,0.12,2,Irrops
0,0,0,1,0,1,0,0,0,0,1680,-0.05,0,Checkout
0,1,0,0,0,0,1,0,0,0,660,0.21,1,Voluntary_Cancel
0,1,0,0,0,0,0,0,0,1,1380,0.13,0,Products_And_Services
0,0,0,1,0,0,0,0,1,0,540,-0.15,0,Products_And_Services
0,0,0,1,0,1,0,0,0,0,840,-0.04,0,Voluntary_Change
0,1,0,0,0,0,0,0,1,0,840,0.13,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,1260,0,0,Irrops
0,0,0,1,0,1,0,0,0,0,1080,-0.07,0,Irrops
0,0,0,1,0,0,0,0,0,1,1080,0.2,2,Post_Flight
0,0,0,1,0,0,1,0,0,0,1980,-0.07,0,Seating
0,0,0,1,0,0,0,0,0,1,360,0.05,0,Booking
0,0,1,0,0,0,1,0,0,0,1020,-0.27,0,Irrops
0,0,0,1,0,1,0,0,0,0,540,-0.17,1,Voluntary_Cancel
0,0,0,1,0,0,0,0,1,0,480,-0.08,0,Irrops
0,0,0,1,0,0,0,1,0,0,480,-0.16,0,Booking
0,0,0,1,0,0,0,0,1,0,1200,-0.1,5,Mileage_Plus
0,0,0,1,0,0,0,1,0,0,540,-0.11,3,Check_In
0,0,0,1,0,0,0,0,1,0,1920,-0.1,0,Irrops
0,1,0,0,0,0,0,0,0,1,1440,0.08,0,Voluntary_Change
0,0,1,0,0,0,0,1,0,0,900,-0.26,0,Seating
0,0,0,1,0,0,0,0,1,0,420,-0.04,1,Booking
0,0,1,0,0,1,0,0,0,0,660,-0.36,0,Seating
0,0,0,1,0,0,0,0,0,1,960,0.21,1,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,720,0.06,3,Mileage_Plus
0,1,0,0,0,0,0,1,0,0,720,0.12,0,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,1080,0.1,0,Upgrade
0,0,0,1,0,0,0,1,0,0,780,-0.03,0,Irrops
0,0,0,1,0,0,1,0,0,0,600,-0.09,2,Irrops
0,1,0,0,0,1,0,0,0,0,780,0.03,2,Seating
0,1,0,0,0,0,0,0,0,1,1140,0.02,0,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,1320,0.08,2,Voluntary_Cancel
0,0,0,1,0,0,0,1,0,0,3840,-0.09,2,Voluntary_Cancel
0,0,1,0,0,0,1,0,0,0,840,-0.28,0,Irrops
0,1,0,0,0,1,0,0,0,0,600,0.16,0,Upgrade
0,0,0,1,0,0,0,0,1,0,660,-0.05,3,Upgrade
0,0,0,1,0,0,0,0,1,0,900,-0.04,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,1200,-0.04,2,Seating
0,1,0,0,0,0,1,0,0,0,540,0.07,0,Irrops
0,1,0,0,0,0,1,0,0,0,840,0.02,2,Irrops
0,1,0,0,0,0,0,0,0,1,1200,0.07,3,Post_Flight
0,1,0,0,0,0,0,0,1,0,420,0.08,0,Booking
0,0,1,0,0,0,0,1,0,0,600,-0.28,2,Irrops
0,0,0,1,0,0,0,0,0,1,2580,0.15,3,Checkout
0,0,0,1,0,0,0,0,1,0,1020,0,2,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,1980,0,3,Booking
0,0,0,1,0,0,1,0,0,0,1200,-0.03,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,720,-0.05,2,Mileage_Plus
0,1,0,0,0,0,0,1,0,0,480,0.02,0,Irrops
0,0,1,0,0,0,1,0,0,0,1380,-0.34,0,Products&Services
0,0,0,1,0,1,0,0,0,0,1800,-0.25,3,Voluntary_Cancel
0,0,0,1,0,0,1,0,0,0,2220,-0.02,0,Seating
0,0,0,1,0,0,0,0,1,0,720,-0.16,1,Irrops
0,0,1,0,0,1,0,0,0,0,420,-0.39,0,Irrops
0,0,0,1,0,0,0,1,0,0,840,-0.11,2,Seating
0,0,0,1,0,0,0,0,1,0,780,-0.18,0,Irrops
0,0,0,1,0,0,0,1,0,0,2100,-0.2,0,Irrops
0,1,0,0,0,1,0,0,0,0,1080,0.06,5,Mileage_Plus
0,0,0,1,0,0,0,0,0,1,2820,0.11,0,Irrops
0,0,1,0,0,0,0,0,0,1,540,0.34,0,Check_In
0,1,0,0,0,0,0,1,0,0,840,0.03,0,Mileage_Plus
0,1,0,0,0,0,0,0,1,0,780,0.04,0,Seating
0,1,0,0,0,1,0,0,0,0,960,0.09,1,Irrops
0,0,0,1,0,0,0,1,0,0,780,-0.02,2,Voluntary_Change
0,1,0,0,0,0,0,0,1,0,660,0.07,0,Baggage
0,0,0,1,0,1,0,0,0,0,420,0,2,Booking
0,0,0,1,0,0,0,0,1,0,1680,-0.03,0,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,780,0,0,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,1200,0.05,1,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,1980,0.1,1,Seating
0,1,0,0,0,0,0,0,1,0,960,0.03,0,Irrops
0,0,0,1,0,0,0,1,0,0,1200,-0.01,0,Irrops
0,0,0,1,0,1,0,0,0,0,900,-0.15,1,Irrops
0,0,0,1,0,1,0,0,0,0,660,-0.05,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,300,-0.01,3,Schedule_Change
0,1,0,0,0,0,0,0,0,1,1080,0.02,0,Irrops
0,1,0,0,0,0,0,0,1,0,840,0.21,2,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,780,-0.13,0,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,540,0,0,Check_In
0,0,0,1,0,1,0,0,0,0,720,0,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,1500,-0.06,0,Irrops
0,1,0,0,0,0,0,0,0,1,2520,0.03,1,Products_And_Services
0,0,0,1,0,1,0,0,0,0,1020,-0.02,2,Irrops
0,0,1,0,0,0,0,0,0,1,780,0.38,2,Traveler_Updates
0,0,0,1,0,0,0,0,1,0,660,0,0,Irrops
0,1,0,0,0,0,0,0,1,0,780,0.12,0,Seating
0,0,0,1,0,0,0,0,1,0,780,-0.06,0,Irrops
0,0,0,1,0,0,0,1,0,0,840,-0.1,1,Seating
0,1,0,0,0,0,1,0,0,0,480,0.06,2,Products_And_Services
0,1,0,0,0,0,1,0,0,0,1080,0.16,4,Post_Flight
0,1,0,0,0,0,1,0,0,0,360,0.14,1,Upgrade
0,0,0,1,0,0,0,1,0,0,1380,-0.12,1,Irrops
0,0,0,1,0,0,0,0,0,1,780,0.05,1,Post_Flight
0,0,0,1,0,1,0,0,0,0,1440,-0.03,0,Products_And_Services
0,0,0,1,0,0,0,0,0,1,1740,0.02,0,Post_Flight
0,0,0,1,0,1,0,0,0,0,1560,-0.14,0,Checkout
0,0,0,1,0,0,0,1,0,0,540,-0.09,0,Upgrade
0,0,0,1,0,0,0,1,0,0,7080,-0.06,0,Post_Flight
0,0,0,1,0,0,0,0,1,0,1020,-0.13,1,Irrops
0,0,0,1,0,0,0,0,1,0,720,-0.06,3,Etc
0,1,0,0,0,0,0,1,0,0,600,0.26,0,Seating
0,0,0,1,0,0,0,0,1,0,1380,-0.1,1,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,420,0.16,1,Booking
0,0,0,1,0,0,0,1,0,0,2820,-0.04,2,Mileage_Plus
0,0,0,1,0,0,0,1,0,0,780,-0.12,3,Irrops
0,0,0,1,0,0,0,0,1,0,720,-0.2,2,Mileage_Plus
0,0,0,1,0,0,0,0,0,1,1800,0.08,0,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,420,0.09,3,Upgrade
0,0,0,1,0,1,0,0,0,0,1920,-0.24,1,Irrops
0,0,1,0,0,0,0,0,1,0,600,-0.27,1,Baggage
0,0,0,1,0,0,0,0,0,1,720,0.08,5,Mileage_Plus
0,0,0,1,0,0,0,0,1,0,420,-0.15,0,Booking
0,0,0,1,0,0,1,0,0,0,660,0,3,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,840,-0.14,3,Mileage_Plus
0,0,0,1,0,0,0,1,0,0,900,-0.07,3,Baggage
0,0,0,1,0,0,0,1,0,0,540,0,0,Baggage
0,0,0,1,0,1,0,0,0,0,1860,-0.04,0,Irrops
0,1,0,0,0,0,0,1,0,0,900,0.19,1,Irrops
0,0,0,1,0,0,0,0,0,1,1020,0.06,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,1020,-0.15,0,Seating
0,0,0,1,0,0,0,0,0,1,1740,0.15,0,Voluntary_Change
0,1,0,0,0,0,0,0,1,0,1740,0.05,3,Checkout
0,1,0,0,0,0,0,0,1,0,1140,0.1,0,Voluntary_Change
0,1,0,0,0,0,0,0,1,0,780,0.13,0,Voluntary_Change
0,1,0,0,0,0,0,0,1,0,900,0.11,0,Irrops
0,0,0,1,0,1,0,0,0,0,660,-0.23,3,Irrops
0,1,0,0,0,0,0,0,0,1,960,0.04,2,Voluntary_Change
0,1,0,0,0,1,0,0,0,0,1080,0.03,3,Mileage_Plus
0,0,0,1,0,0,1,0,0,0,1680,-0.11,0,Irrops
0,0,0,1,0,1,0,0,0,0,1800,-0.08,3,Digital_Support
0,1,0,0,0,0,1,0,0,0,1320,0.17,0,Seating
0,0,0,1,0,0,0,0,0,1,1380,0.08,0,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,660,0.06,1,Irrops
0,0,0,1,0,0,1,0,0,0,1560,-0.07,3,Post_Flight
0,0,0,1,0,1,0,0,0,0,720,-0.08,2,Post_Flight
0,0,0,1,0,0,0,0,0,1,960,0.15,0,Irrops
0,1,0,0,0,0,0,1,0,0,720,0.17,0,Seating
0,1,0,0,0,0,1,0,0,0,780,0.13,1,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,960,0,0,Voluntary_Change
0,1,0,0,0,0,0,0,0,1,480,0.12,2,Irrops
0,0,0,1,0,0,1,0,0,0,1080,-0.02,0,Seating
0,0,0,1,0,1,0,0,0,0,480,-0.06,1,Products_And_Services
0,0,0,1,0,0,0,0,1,0,540,-0.22,1,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,3600,0.05,0,Mileage_Plus
0,1,0,0,0,0,1,0,0,0,1320,0.04,3,Seating
0,0,0,1,0,0,0,0,0,1,660,0,1,Seating
0,0,0,1,0,1,0,0,0,0,720,0,1,Seating
0,0,0,1,0,0,0,0,1,0,3300,-0.17,0,Post_Flight
0,1,0,0,0,0,1,0,0,0,1680,0.34,0,Irrops
0,0,0,1,0,0,0,0,0,1,420,0,0,Mileage_Plus
0,0,0,1,0,1,0,0,0,0,3240,-0.07,1,Checkout
0,0,0,1,0,0,0,0,0,1,1620,0.12,0,Checkout
0,1,0,0,0,0,0,0,0,1,900,0.13,3,Baggage
0,0,0,1,0,0,0,1,0,0,540,-0.09,0,Upgrade
0,0,0,1,0,0,0,0,1,0,360,-0.11,0,Check_In
0,1,0,0,0,1,0,0,0,0,960,0.04,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,900,0,0,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,960,-0.02,2,Irrops
0,1,0,0,0,1,0,0,0,0,1140,0.15,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,360,0,3,Upgrade
0,1,0,0,0,0,0,1,0,0,540,0.19,0,Irrops
0,0,0,1,0,1,0,0,0,0,1200,-0.09,2,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,600,-0.07,0,Irrops
0,1,0,0,0,0,1,0,0,0,1080,0.09,2,Other_Topics
0,0,0,1,0,1,0,0,0,0,840,-0.11,3,Mileage_Plus
0,0,0,1,0,0,1,0,0,0,900,-0.16,1,Upgrade
0,0,0,1,0,0,0,1,0,0,600,0,0,Seating
0,0,0,1,0,0,0,0,0,1,2580,0,3,Mileage_Plus
0,0,0,1,0,0,0,0,0,1,600,0,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,660,-0.06,1,Upgrade
0,1,0,0,0,0,0,0,0,1,1740,0.27,0,Traveler_Updates
0,1,0,0,0,0,0,1,0,0,540,0.04,2,Schedule_Change
0,0,0,1,0,0,0,0,0,1,1380,0,0,Irrops
0,0,0,1,0,1,0,0,0,0,660,0,1,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,720,0,0,Seating
0,1,0,0,0,0,0,0,1,0,780,0.1,0,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,360,0.25,0,Communications
0,1,0,0,0,0,0,1,0,0,1260,0.26,1,Seating
0,1,0,0,0,1,0,0,0,0,1620,0.1,2,Products_And_Services
0,1,0,0,0,0,1,0,0,0,1500,0.02,2,Seating
0,1,0,0,0,0,0,0,1,0,1140,0.06,4,Mileage_Plus
0,0,0,1,0,0,0,0,0,1,2940,0.24,0,Check_In
0,1,0,0,0,0,0,1,0,0,1380,0.03,0,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,840,0.06,0,Seating
0,0,0,1,0,0,0,0,1,0,600,-0.09,0,Communications
0,0,0,1,0,0,0,0,0,1,1080,0,2,Mileage_Plus
0,0,0,1,0,0,0,0,0,1,660,0.22,2,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,2100,0.05,1,Voluntary_Change
0,1,0,0,0,1,0,0,0,0,900,0.04,2,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,720,-0.01,0,Irrops
0,0,0,1,0,0,0,0,1,0,660,0,2,Seating
0,0,0,1,0,0,0,0,0,1,420,0.13,0,Irrops
0,0,1,0,0,1,0,0,0,0,1380,-0.28,0,Checkout
0,0,0,1,0,1,0,0,0,0,840,-0.05,1,Irrops
0,0,0,1,0,0,0,0,0,1,1200,0.03,3,Voluntary_Change
0,1,0,0,0,0,0,0,0,1,360,0.32,1,Upgrade
0,0,0,1,0,0,0,0,0,1,540,0.21,2,Upgrade
0,1,0,0,0,0,0,1,0,0,1740,0.01,0,Mileage_Plus
0,0,0,1,0,0,1,0,0,0,540,-0.07,1,Mileage_Plus
0,0,0,1,0,0,0,0,1,0,960,-0.05,0,Irrops
0,1,0,0,0,1,0,0,0,0,780,0.07,1,Mileage_Plus
0,0,1,0,0,0,0,0,0,1,900,0.36,0,Digital_Support
0,0,0,1,0,0,0,0,1,0,420,0,0,Irrops
0,0,0,1,0,1,0,0,0,0,2580,-0.03,1,Digital_Support
0,0,1,0,0,0,0,0,0,1,480,0.35,4,Communications
0,0,0,1,0,0,0,0,0,1,720,0,0,Seating
0,1,0,0,0,0,0,0,1,0,1380,0.09,2,Mileage_Plus
0,0,0,1,0,0,0,0,1,0,1080,0,0,Voluntary_Change
0,0,1,0,0,1,0,0,0,0,780,-0.34,3,Upgrade
0,0,0,1,0,0,0,0,1,0,600,-0.05,1,Post_Flight
0,0,0,1,0,0,1,0,0,0,1440,-0.16,1,Irrops
0,1,0,0,0,0,0,1,0,0,2040,0.2,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,1020,0.02,1,Voluntary_Change
0,1,0,0,0,0,0,0,0,1,1020,0.28,0,Traveler_Updates
